fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color,quality
7.59716069695254,0.5467292594333509,0.1808316553714329,2.2667337851426845,0.07361055179047762,27.0,117.08316553714329,0.9959987837366098,3.1312474830571495,0.8708115198286277,9.13194724104761,0,0
9.45199229621076,0.29974855553951746,0.5714468221869385,2.4599614810538,0.04993500962973655,17.19497111079035,119.32495185131725,0.996238994222158,3.1115512518657518,0.6783017333525789,10.274003851894621,1,0
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,1,0
9.628893777682405,0.600248308497854,0.3926410692703865,2.4586907974248917,0.07922347764806864,15.537246274678107,46.4875845751073,0.9983313768626609,3.279503383004292,0.5343792287553649,9.44627537253219,0,0
6.399270234258362,0.5021605484631605,0.015970809370334457,0.8798540468516723,0.04179124281110033,31.597080937033446,98.19416187406689,0.9918691685089225,3.1319416187406692,0.4558978327961706,10.021605484631605,1,0
9.944849287841047,0.5977337576302745,0.44719490843670595,2.55467515260549,0.08227575356079476,14.137876780397384,46.40887474565751,0.9989083991861041,3.2559112525434246,0.534532484739451,9.177337576302746,0,0
6.493125177095568,0.2741248937426597,0.1917187057261082,4.292810109209842,0.04679060463400977,6.103122343566492,114.1031223435665,0.9954553136511213,3.246562588547784,0.35,8.654998583235463,1,0
7.136824815314753,0.20894786241957847,0.2855237222972131,2.860450981014284,0.03436824815314754,23.0,110.92108968146839,0.9940670972356819,3.3376373834300472,0.6321089681468385,10.20789103185316,1,0
6.6734174342031265,0.21947961257326384,0.3131786440064235,1.7520387426736155,0.04205767068727427,23.473980628663192,111.0,0.9928887474597752,3.359479612573264,0.5404640679807297,10.579184502930554,1,0
9.795537528306385,0.649312373018553,0.2826578771701562,4.995818119810496,0.07405669370754042,24.64776876415319,48.09851250943546,0.9970272298862282,3.2888941849996027,0.5384479378302411,10.32118999245163,0,0
6.8650042812108305,0.29485689821652394,0.37,6.843581825797732,0.0523785775445869,14.892887722934503,163.05355613853274,0.9963853273305264,3.255143101783476,0.405143101783476,8.98928877229345,1,0
5.524080996656445,0.7946451714377286,0.019036760133742194,1.085551402006133,0.040807352026748435,35.23510903677911,90.24080996656446,0.9919761981316356,3.409347352173311,0.43807352026748436,10.709632398662578,0,0
6.462883486256803,0.639302178910502,0.2655889357721426,1.4091718348824835,0.05799570825786737,10.38865045877041,65.9257669725136,0.9922607947982804,3.2909171834882485,0.46572087156420083,10.850214587106631,0,0
4.8355958738838165,0.4913919295998222,0.2021676577885595,1.898060679528157,0.05046606189174274,8.16828276705987,65.0,0.9927167719657369,3.788933373740486,0.5246606189174274,12.93171723294013,0,0
6.979839699325226,0.9089750152901173,0.07024045101215998,1.9193587973009065,0.08266553535492373,12.201603006747733,67.0,0.995271994362348,3.31975954898784,0.5868958045613973,9.52096180404864,0,0
7.19247086046599,0.7569220571220876,0.007688228488350251,1.8615588575582487,0.08169353145349492,6.0,12.0,0.9964432237744194,3.4207263991276773,0.5438175994184518,9.796102856104378,0,0
6.504996668275901,0.3221505663930969,0.2209993336551801,13.913031318206535,0.057585076629654286,36.6850099951723,161.8950033317241,0.9977960159922756,3.1216002665379277,0.4678494336069031,9.262491670689752,1,0
8.513366007728282,0.5658828985831483,0.40342429523422596,15.83877997423906,0.05483415019320706,39.326334658667534,347.2239367195428,1.0000711220025762,3.0226732015456563,0.6372194993559765,10.768976020608752,1,0
6.88732306869089,0.24615507832254868,0.25022522961672466,2.955212317570932,0.039529600214036856,23.85070772523644,111.42535386261822,0.9939202670719014,3.2904504592334494,0.576196920607267,9.98732306869089,1,0
7.001063795127235,0.44818151411613444,0.23149600262317335,1.2748670256090955,0.036994681024363825,5.748670256090955,56.25132974390905,0.992107054495065,3.1697872409745527,0.4801063795127236,10.699468102436382,1,0
7.806170485264704,1.102371709136769,0.020617048526470394,1.8938295147352961,0.08270843888029453,4.312765049117654,8.312765049117653,0.9964368532801529,3.4037871068764716,0.35189355343823575,9.662977088411775,0,0
8.66167123755117,0.243832876244883,0.36616712375511695,3.2749891742209134,0.047849992782813947,16.566661855209293,103.43333814479071,0.9945665051242021,3.0928333092760463,0.6288335979634888,10.339997113125577,1,0
7.338594530791582,0.5040323431082138,0.19667039149599552,4.584216407625257,0.0718767420820637,5.078917961873719,29.0,0.9953122140469137,3.275610702345688,0.5092108203812629,10.074595711147328,0,0
5.705028263576864,0.5358170928312405,0.11012570658942161,1.5531426647355402,0.043087994612595125,11.0,75.01257065894217,0.9917616907128163,3.4496228802317352,0.5096228802317352,10.794971736423136,1,0
7.279025620150091,0.4206358682101278,0.3098513217148266,4.762923139549726,0.05817589263452099,4.185384302251369,29.0,0.993286871085103,3.174343554255155,0.5181461569774863,11.117051647373403,0,0
10.25014517270009,0.1730269002289232,0.46590478204322155,1.4436229738874222,0.03689316822721447,5.0,33.01780529546426,0.9938480085372444,2.8921366354557105,0.2814244236371404,9.639171650021359,1,0
6.144643114345546,0.27251990699941714,0.30446431143455455,4.73591284130308,0.05136904590436303,41.630954095636966,199.54365136521233,0.995693253225224,3.5460315631320567,0.6864087158696919,10.13591284130308,1,0
5.887168437613672,0.30179210940341816,0.19307526564205088,1.1854719270643879,0.05741887708257543,6.709438541287758,108.29056145871225,0.9930281863439432,3.2314528072935613,0.5712831562386327,9.484623671789747,1,0
5.8,0.2705208903641011,0.3263022259102527,2.4421866445384834,0.04399484584589603,54.48426379000288,121.10933222692418,0.9913572979400511,3.2420835614564045,0.44312534218460653,10.816142126333428,1,0
7.167232432696892,0.20807907335151735,0.2900848649045339,2.9929413138936027,0.03467232432696893,23.0,110.8559305013638,0.9940812150580378,3.327429111880329,0.6255930501363802,10.21440694986362,1,0
7.6481271068349646,1.097409906063348,0.08518728931650352,3.155547665063112,0.08562968223291258,5.185158883543706,11.814841116456293,0.9963776957166564,3.5288904669873777,0.5796325228101923,11.162968223291259,0,0
7.2,0.4,0.62,10.8,0.0409999999999999,70.0,189.0,0.9976,3.08,0.49,8.6,1,0
6.005546949919178,0.5890903002132548,0.0006656339903013397,0.8006656339903013,0.03698003098029096,30.008875119870684,95.0,0.9903253250719224,3.099400929408729,0.3999112488012932,10.898003098029097,1,0
6.795153071515741,0.6974489425433311,0.08951530715157413,3.8224491442518618,0.06795153071515742,15.193877139370345,29.145407854527758,0.9953001019132048,3.4153316213326845,0.5224234642421294,11.09515307151574,0,0
5.99510406505605,0.2242656097584074,0.3346848374072284,5.31328048792037,0.052048959349439504,38.811199186799385,199.23776016264011,0.996181260650371,3.5868543089215312,0.6619583739775803,9.857343902415927,1,0
7.563202104195123,1.250658832546352,0.02575852706341382,2.2471915832195077,0.10792966231414716,5.0,9.0,0.9953340471745561,3.455842525034148,0.45519684370731534,10.9,0,0
7.106732951096927,0.3052812501404956,0.6480909094996236,1.3921306801577793,0.05942698864530426,9.471874985950441,151.0,0.9934943749971901,3.078764204609316,0.5452812501404956,9.455056818437265,1,0
7.5583074394367324,0.4371230123004983,0.2436154267605446,9.574154632863499,0.03901846097652607,14.472308535210892,62.944617070421785,0.9946675379276998,3.1636154267605447,0.3490769511736964,10.481539023473928,1,0
6.895086052360857,0.6007770034011464,0.09782863481766071,10.056572696353214,0.06104913947639143,25.28685460729357,141.64342730364677,0.9973378747759232,3.345039911255275,0.46475430261804285,8.995086052360858,1,0
7.817695457658946,0.27540466621002135,0.342359394354526,2.609327873391162,0.04078875154836208,9.38820302822737,101.38820302822737,0.9936117969717726,3.036707818306358,0.7315226359277477,11.294101514113684,1,0
7.149634138699008,0.8970792595038595,0.01669105742006612,4.375182930650496,0.09616544712899668,5.0,13.165447128996695,0.9969338211484013,3.4463983683792727,0.5650365861300991,10.950365861300991,0,0
9.447664173222792,0.6023804214914965,0.3723859958307826,2.53331475220238,0.08114237934234692,15.857063223724484,46.38097892542517,0.9981714683881378,3.2752391570170065,0.5290489462712586,9.414293677627551,0,0
7.46064421322669,0.2898193263968007,0.3274365054161791,5.899266952679155,0.04423828209806216,5.55957052451554,86.89892631128885,0.9948046190324971,3.2409033680159967,0.44036134720639863,10.489892631128885,1,0
6.578399140661534,0.6191296670063443,0.18074973145672932,2.7013980664884514,0.04633799355496151,9.168996777480752,56.445997851653836,0.9947119450050952,3.362770010741731,0.4812198496157684,9.97090182609424,1,0
7.358142255732609,0.40976631951029835,0.1846516729498644,11.793033458997288,0.056418577442673895,21.813933082005423,139.9069665410027,0.9980093062708123,3.22348765787019,0.4879071127866305,9.458142255732609,1,0
6.630249932119251,0.2838149959271551,0.23604998642385022,1.6776500950330484,0.06972450420860643,22.381499592715507,190.079000271523,0.9944508302090727,3.3979000271522994,0.5885550122185348,9.738149959271551,1,0
7.586750213080236,0.3249053586648588,0.2875393252863294,1.2773660333785293,0.04217035440325412,16.47160759945765,96.0,0.9925774459871909,3.2101892826702825,0.35056784801084706,10.922554012809059,1,0
7.1920704656485315,0.3986406512540339,0.6169414653215763,10.788672093783617,0.04129452556162588,69.89804884405254,188.89804884405254,0.9975954688375135,3.080792953435147,0.4909062324973107,8.604531162486554,1,0
6.242463229575428,0.5366580894934058,0.009698529183017127,0.8484926459150857,0.039909558754905136,30.96985291830171,96.93970583660342,0.9912607573307527,3.1193970583660344,0.43394485214055994,10.366580894934058,1,0
10.06640535067786,0.2733398662330535,0.5027962876603184,4.671253175430393,0.04555729766214761,16.444662207768452,120.1106755844631,0.9971718411364052,3.067242909738003,0.6511263545437915,10.133398662330535,1,0
6.584690881159524,0.26788272797101187,0.4328502222101638,1.5014659003623514,0.061744295786230564,40.77361379347768,166.0,0.9960861567815219,3.5810261302536457,0.523941363985506,9.262052260507293,1,0
7.2,0.5504597054270021,0.09007072391184645,1.4992927608815354,0.10771710435261417,16.063651520661814,151.02121717355394,0.9938084161455097,3.0709194108540037,0.5693634847933818,9.203536195592322,1,0
7.172740194748767,0.3118220584246299,0.4563700973743831,4.83421689880047,0.04331850486871915,19.0,65.20444853938426,0.9909454803894975,3.0374964464440892,0.4072740194748766,12.538665438184724,1,0
6.495912978750736,0.29572182974896905,0.2508174042498527,2.442781702510309,0.13840342130064798,7.877389362522091,110.95912978750736,0.9927490442549912,3.009808850998233,0.4432696169994109,9.867303830005891,1,0
8.337202480393753,0.3074404960787507,0.4,3.4518856830187747,0.05337202480393753,3.542658398687489,9.54265839868749,0.9953070449170138,3.3528670800656255,0.6817063359474995,12.251190078424987,0,2
6.6721269215030965,0.24745711467639353,0.26667483529973457,5.830562362749778,0.03927873078496903,24.0,99.38875274500442,0.9914635212118939,3.198899780399646,0.417188186251106,12.466503294005308,1,2
5.717882006731006,0.39353911154693805,0.09381587724267415,2.172166059417442,0.05521660594174417,16.240553531391473,42.24055353139147,0.9922376052410352,3.613778587443411,0.7472166059417442,13.639169702912792,0,2
6.107904708833331,0.26673060542142824,0.30297006726904757,1.792095291166669,0.029138912550238143,28.29700672690476,91.10897981928572,0.991685687218881,3.3513891255023815,0.6157483182738104,11.345510090357138,1,2
7.500844926493235,0.41987326102601474,0.33974652205202954,4.302534779479704,0.039978876837669125,34.00844926493235,108.00422463246618,0.9915510561581166,3.140211231623309,0.45054920222060274,12.797465220520296,1,2
6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,1,2
6.02217429835505,0.282217429835505,0.280895598230293,1.7466954209869696,0.02664607385592827,13.1556514032899,75.5330457901303,0.9893793822156778,3.183539261440717,0.5006609158026061,12.4443485967101,1,2
5.7157653573204135,0.2756156428453058,0.3557019553556632,4.885097767783161,0.03443843571546942,44.71058660669897,145.85960892886735,0.9907573189825069,3.1571921785773474,0.348682401799031,11.798273749792852,1,2
6.215240982348003,0.21203450080236352,0.3679654991976365,1.4406900160472706,0.03596621014442539,14.0,71.88138003209454,0.9894240761110726,3.191013695667237,0.41084830112330895,12.38303397753382,1,2
7.979879027923977,0.171284850199457,0.26340610518588153,1.6743029960108604,0.03054182023934828,39.0,128.2569700398914,0.9929487033355033,3.3275999434179195,0.42027880159565584,10.584363482048872,1,2
7.063008238198494,0.21527379594171597,0.2515064638728348,1.7424676806358257,0.022246533586223777,16.808225602119418,80.0,0.9900523243345376,3.130822560211942,0.450411280105971,12.21370152095374,1,2
6.494843551717619,0.27984134005284983,0.3404363148546631,4.596826801056995,0.05389290453567361,21.996033501321246,129.9920670026425,0.9919302776549075,3.2013882745375644,0.4601189949603627,11.996826801056995,1,2
6.191513538059938,0.2471216154850153,0.32372703070899084,4.918635153544955,0.03389851308395107,35.4575676902997,93.27121615485015,0.989989816245672,3.2564391922574925,0.4169553925185321,13.39151353805994,1,2
7.077805233442103,0.35112209337684125,0.35668314006526186,5.155116264926351,0.02166337198694763,38.778052334421034,114.22194766557897,0.9908016758545022,3.1465842996736906,0.5099752899021072,12.589026167210514,1,2
6.927938115118119,0.32834275648426003,0.35842011258661133,6.140077356102351,0.032,40.0,120.0404641366141,0.9917369949373779,3.176801547122047,0.53,12.319845287795298,1,2
7.008247092418262,0.3556185319313696,0.2648710390702502,1.8561853193136963,0.06295876453790869,15.0,28.0,0.9946736339752075,3.275541315550663,0.7228092659656848,10.988401525179675,0,2
8.480111052105842,0.3430989856076976,0.4298242392057732,2.6765958362213054,0.07032747464019244,9.163737320096219,20.0,0.9947577614530926,3.373450507196151,0.7732747464019244,12.618131339951889,0,2
6.424677519921117,0.1737016279881675,0.2718508139940838,1.5123387599605582,0.03737016279881675,19.938306200197207,97.81491860059162,0.9916289960859074,3.4421087980571903,0.4224677519921116,10.981491860059162,1,2
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,1,2
10.643743661356863,0.3950050709145096,0.5609409862537253,2.543743661356863,0.08040742264898035,5.281281693215685,15.718718306784314,0.9972281281693215,3.133123098407059,0.6528128169321569,11.225025354572548,0,2
5.906550065575311,0.26689955081979816,0.32751091147546585,11.580349803274066,0.03874672655736014,43.18777278688665,127.18777278688664,0.9948531880590135,3.239388639344332,0.4962008983604037,10.691047819674303,1,2
6.556438159987803,0.2043561840012196,0.3553149573264223,7.493422826552838,0.04953149573264223,29.854793866626014,144.56438159987803,0.994627396933313,3.3258082453349593,0.5266025893239832,10.869314479963412,1,2
6.6,0.22014573335436588,0.25435416231975505,1.9660411015681551,0.04161249739185302,20.129167536048993,130.12916753604898,0.9904346257041997,3.2174166492790204,0.4630624869592651,11.983749217555907,1,2
6.718674883214028,0.3182526985361525,0.31253004671438883,9.149399065712224,0.03330724182498195,29.0,113.0,0.9922871124540658,3.1262650233571945,0.6126502335719441,12.526502335719442,1,2
6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,1,2
7.3294605284254875,0.21341078943149025,0.35641493434765675,4.093609871902055,0.05265311184948921,40.66473026421274,168.00580920736178,0.9947970953963191,3.334224078462138,0.44693776301021587,10.398838158527646,1,2
6.451255370614982,0.22621861573462546,0.23079761345956007,4.551699281520689,0.035378138426537455,28.810930786731273,141.81093078673126,0.9939731169440775,3.3297489258770034,0.37537661118449467,10.081093078673128,1,2
